,,total_pred
,,mean
condition,drugName,
ADHD,Adderall,0.02342432391602323
ADHD,Adderall XR,0.015477133782930466
ADHD,Adzenys XR-ODT,0.0037711206823587418
ADHD,Amantadine,0.003656844298044841
ADHD,Amphetamine,0.004938021333847062
ADHD,Amphetamine / dextroamphetamine,0.015813993070666915
ADHD,Aptensio XR,0.0018284221490224204
ADHD,Armodafinil,0.014289630705722466
ADHD,Atomoxetine,0.017265273517094195
ADHD,Bupropion,0.02737916019815271
ADHD,Catapres,0.013027507811784744
ADHD,Clonidine,0.016643242636951806
ADHD,Concerta,0.021374852367015442
ADHD,Cylert,0.004571055372556051
ADHD,Daytrana,0.010458862938838971
ADHD,Desoxyn,0.046827512032162115
ADHD,Desvenlafaxine,0.0027421333136097075
ADHD,Dexedrine,0.020424877127616918
ADHD,Dexmethylphenidate,0.01367884170533491
ADHD,Dextroamphetamine,0.01425368402754107
ADHD,Dextrostat,0.014170271654923756
ADHD,Dyanavel XR,0.004799608141183853
ADHD,Evekeo,0.0053207862948644975
ADHD,Focalin,0.0180538259555867
ADHD,Focalin XR,0.015697666865912268
ADHD,Guanfacine,0.02475600925311519
ADHD,Intuniv,0.0276830626324717
ADHD,Kapvay,0.04815879284394204
ADHD,Lisdexamfetamine,0.015255881233573272
ADHD,Metadate CD,0.012835199551424203
ADHD,Methamphetamine,0.029530537155916064
ADHD,Methylin,0.010612663542551378
ADHD,Methylin ER,0.008799281592170397
ADHD,Methylphenidate,0.01372387478337546
ADHD,Modafinil,0.043746850346498806
ADHD,Mydayis,0.005013356397869767
ADHD,Nuvigil,0.015084482729434967
ADHD,Omega-3 polyunsaturated fatty acids,0.012798955043156942
ADHD,Pemoline,0.0027426332235336304
ADHD,ProCentra,0.0004430136453079921
ADHD,Quillivant XR,0.004228226219614347
ADHD,Ritalin,0.01734025530607542
ADHD,Ritalin LA,0.010540876337276992
ADHD,Ritalin-SR,0.0009142110745112102
ADHD,Strattera,0.01861549622321434
ADHD,Vyvanse,0.01594626156641122
ADHD,Wellbutrin,0.08159872456904381
ADHD,Wellbutrin SR,0.015084482729434967
ADHD,Wellbutrin XL,0.04253596198815172
ADHD,Zenzedi,0.002971185992161433
AIDS Related Wasting,Somatropin,2.7206921577453613
Abdominal Distension,Bethanechol,6.121557354927063
Abnormal Uterine Bleeding,Alesse,0.004127305405671225
Abnormal Uterine Bleeding,Alyacen 1 / 35,0.002225085575663363
Abnormal Uterine Bleeding,Apri,0.0009480840281436318
Abnormal Uterine Bleeding,Aviane,0.004314054099870021
Abnormal Uterine Bleeding,Camila,0.011633304272093137
Abnormal Uterine Bleeding,CamreseLo,0.0022363194159137176
Abnormal Uterine Bleeding,Cryselle,0.00393521663367459
Abnormal Uterine Bleeding,Depo-Provera,0.010444259854132044
Abnormal Uterine Bleeding,Desogestrel / ethinyl estradiol,0.002599375428838399
Abnormal Uterine Bleeding,Errin,0.0024966151356563587
Abnormal Uterine Bleeding,Estarylla,0.002615176876516719
Abnormal Uterine Bleeding,Ethinyl estradiol / ethynodiol,0.0
Abnormal Uterine Bleeding,Ethinyl estradiol / etonogestrel,0.0
Abnormal Uterine Bleeding,Ethinyl estradiol / levonorgestrel,0.004955218142617303
Abnormal Uterine Bleeding,Ethinyl estradiol / norethindrone,0.004816309117373359
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestimate,0.004247895445025402
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestrel,0.0023988529813759297
Abnormal Uterine Bleeding,Gildess Fe 1 / 20,0.0
Abnormal Uterine Bleeding,Jolessa,0.000761644971063663
Abnormal Uterine Bleeding,Jolivette,0.010196908724401458
Abnormal Uterine Bleeding,Junel Fe 1 / 20,0.003305191956335326
Abnormal Uterine Bleeding,Levonorgestrel,0.010909258098320758
Abnormal Uterine Bleeding,Levora,0.004464422067896383
Abnormal Uterine Bleeding,Lo / Ovral-28,0.006855047429929522
Abnormal Uterine Bleeding,LoSeasonique,0.008937070544596349
Abnormal Uterine Bleeding,Loestrin 21 1 / 20,0.004468554745596174
Abnormal Uterine Bleeding,Loestrin 24 Fe,0.010349174978264711
Abnormal Uterine Bleeding,Lyza,0.007109210712778875
Abnormal Uterine Bleeding,Medroxyprogesterone,0.011401114813438754
Abnormal Uterine Bleeding,Megestrol,0.011538349033603476
Abnormal Uterine Bleeding,Mestranol / norethindrone,0.0007616719366588358
Abnormal Uterine Bleeding,Microgestin Fe 1 / 20,0.003046687746635343
Abnormal Uterine Bleeding,Microgestin Fe 1.5 / 30,0.005028195470604891
Abnormal Uterine Bleeding,Mirena,0.009839159048126059
Abnormal Uterine Bleeding,Mononessa,0.0034581858088466345
Abnormal Uterine Bleeding,Necon 1 / 35,0.0007616719366588358
Abnormal Uterine Bleeding,Necon 1 / 50,0.0
Abnormal Uterine Bleeding,Nora-Be,0.012888930756744719
Abnormal Uterine Bleeding,Norethindrone,0.008345772375964651
Abnormal Uterine Bleeding,Orsythia,0.006561202271387798
Abnormal Uterine Bleeding,Ortho Micronor,0.05788706718607151
Abnormal Uterine Bleeding,Ortho Tri-Cyclen,0.016756782606494387
Abnormal Uterine Bleeding,Portia,0.002206132233076106
Abnormal Uterine Bleeding,Premarin,0.006855047429929522
Abnormal Uterine Bleeding,Previfem,0.00025390630873693996
Abnormal Uterine Bleeding,Provera,0.02523266908258322
